#1							
#Basel							
# 48.34         7.45          283.7            1							
#							
# hy	Ta	G_Bh	G_Dh	RH	N	FF	DD
double tab1(1776,8)							
1196	-1.75	0	0	78	100	8.64	90
1197	-1.75	0	0	79	100	8.64	90
1198	-1.75	0	0	79	100	9	90
1199	-1.75	0	0	76	100	10.45	91.97
1200	-1.75	0	0	74	100	10.45	88.03
1201	-1.75	0	0	71	100	8.71	82.87
1202	-1.75	0	0	70	100	5.94	75.96
1203	-1.75	0	0	71	100	2.6	56.31
1204	-1.75	0	0	77	100	3.26	6.34
1205	-1.75	0	0	84	100	3.83	41.19
1206	-1.75	0	0	88	100	4.51	61.39
1207	-1.75	0	0	85	100	5.48	66.8
1208	-1.75	0	0	77	100	5.96	64.98
1209	-1.75	0	0	71	100	5.19	56.31
1210	-1.75	0	0	66	100	4.02	63.43
1211	-1.75	0	0	65	100	4.02	100.3
1212	-1.75	0	0	65	100	9.03	94.57
1213	-1.75	0	0	61	100	10.45	91.97
1214	-1.75	0	0	62	100	9.01	87.71
1215	-1.75	0	0	61	100	6.49	70.56
1216	-1.75	0	0	64	100	4.61	51.34
1217	-1.75	0	0	64	100	3.4	32.01
1218	-1.75	0	0	69	100	4.8	12.99
1219	-1.75	0	0	76	100	5.63	63.43
1220	-1.75	0	0	75	100	5.09	98.13
1221	-1.75	0	0	76	100	5.45	97.59
1222	-1.75	0	0	75	100	7.92	90
1223	-1.75	0	0	75	100	9.72	90
1224	-1.75	0	0	77	100	12.24	90
1225	-1.75	0	0	80	100	12.65	94.9
1226	-1.75	0	0	80	100	13.14	99.46
1227	-1.75	0	0	81	100	12.57	103.24
1228	-1.75	0	0	81	100	13.01	104.42
1229	-1.75	0	0	81	100	13.32	108.92
1230	-1.75	0	0	82	100	13.24	112.38
1231	-1.75	0	0	82	100	12.43	112.11
1232	-1.75	0	0	83	100	11.77	113.43
1233	-1.75	0	0	82	100	12.07	116.57
1234	-1.75	0	0	78	100	13.68	116.57
1235	-1.75	0	0	72	100	15.18	112.31
1236	-1.75	0	0	67	100	16.85	109.98
1237	-1.75	0	0	62	100	17.19	109.57
1238	-1.75	0	0	57	100	19.49	115.14
1239	-1.75	0	0	55	100	18.84	116.08
1240	-1.75	0	0	56	100	17.07	117.65
1241	-1.75	0	0	60	100	14.18	113.96
1242	-1.75	0	0	76	100	12.88	116.57
1243	-1.75	0	0	79	100	11.17	110.77
1244	-1.75	0	0	81	100	9.98	115.64
1245	-1.75	0	0	78	100	9.36	112.62
1246	-1.75	0	0	75	100	8.56	112.25
1247	-1.75	0	0	76	100	8.56	112.25
1248	-1.75	0	0	74	100	9.11	108.43
1249	-1.75	0	0	72	100	8.21	105.26
1250	-1.75	0	0	71	100	6.49	109.44
1251	-1.75	0	0	68	100	6.44	116.57
1252	-1.75	0	0	64	100	8.05	116.57
1253	-1.75	0	0	64	100	9.61	102.99
1254	-1.75	0	0	67	100	8.89	111.37
1255	-1.75	0	0	66	100	7.24	116.57
1256	-1.75	0	0	66	100	7.42	112.83
1257	-1.75	0	0	66	100	7.29	110.22
1258	-1.75	0	0	65	100	8.12	102.8
1259	-1.75	0	0	69	100	8.4	99.87
1260	-1.75	0	0	72	100	9.45	107.74
1261	-1.75	0	0	75	100	7.1	120.47
1262	-1.75	0	0	74	100	7.24	95.71
1263	-1.75	0	0	73	100	6.84	90
1264	-1.75	0	0	65	100	8.12	102.8
1265	-1.75	0	0	68	100	8.23	113.2
1266	-1.75	0	0	76	100	9.03	113.5
1267	-1.75	0	0	78	100	7.93	129.47
1268	-1.75	0	0	79	100	4.33	131.63
1269	-1.75	0	0	84	100	5.62	129.81
1270	-1.75	0	0	84	100	6.7	126.25
1271	-1.75	0	0	87	100	6.7	126.25
1272	-1.75	0	0	90	100	6.3	120.96
1273	-1.75	0	0	90	100	7.24	116.57
1274	-1.75	0	0	89	100	7.41	119.05
1275	-1.75	0	0	83	100	7.49	125.22
1276	-1.75	0	0	73	100	8.4	133.26
1277	-1.75	0	0	73	100	7.93	129.47
1278	-1.75	0	0	75	100	6.12	118.07
1279	-1.75	0	0	77	100	5.5	121.61
1280	-1.75	0	0	80	100	4.33	131.63
1281	-1.75	0	0	81	100	2.9	172.87
1282	-1.75	0	0	79	100	7.57	244.65
1283	-1.75	0	0	78	100	7.49	234.78
1284	-1.75	0	0	71	100	5.86	227.49
1285	-1.75	0	0	71	100	4.61	218.66
1286	-1.75	0	0	84	100	2.31	128.66
1287	-1.75	0	0	77	100	3.67	258.69
1288	-1.75	0	0	72	100	9.47	261.25
1289	-1.75	0	0	73	100	17.03	256.55
1290	-1.75	0	0	77	100	15.46	245.22
1291	-1.75	0	0	79	100	13.36	242.74
1292	-1.75	0	0	81	100	11.99	228.65
1293	-1.75	0	0	85	100	9.69	211.33
1294	-1.75	0	0	86	100	8.65	196.93
1295	-1.75	0	0	86	100	8.35	187.43
1296	-1.75	0	0	85	100	7.63	160.71
1297	-1.75	0	0	79	100	6.64	167.47
1298	-1.75	0	0	83	100	4.45	165.96
1299	-1.75	0	0	82	100	3.71	150.95
1300	-1.75	0	0	83	100	3.24	180
1301	-1.75	0	0	80	100	5	210.26
1302	-1.75	0	0	82	100	10	239.74
1303	-1.75	0	0	81	100	8.53	242.35
1304	-1.75	0	0	81	100	6.88	227.12
1305	-1.75	0	0	81	100	5.59	194.93
1306	-1.75	0	0	82	100	5.77	176.42
1307	-1.75	0	0	79	100	3.67	191.31
1308	-1.75	0	0	76	100	2.28	161.57
1309	-1.75	0	0	74	100	1.8	233.13
1310	-1.75	0	0	87	100	5.94	104.04
1311	-1.75	0	0	86	100	3.55	113.96
1312	-1.75	0	0	86	100	5.09	98.13
1313	-1.75	0	0	89	100	5.24	74.05
1314	-1.75	0	0	90	100	7.86	74.05
1315	-1.75	0	0	92	100	7.57	92.73
1316	-1.75	0	0	93	100	6.99	101.89
1317	-1.75	0	0	93	100	6.21	100.01
1318	-1.75	0	0	94	100	6.48	90
1319	-1.75	0	0	97	100	6.29	76.76
1320	-1.75	0	0	97	100	3.32	49.4
1321	-1.75	0	0	97	100	5.24	344.05
1322	-1.75	0	0	96	100	6.3	329.04
1323	-1.75	0	0	96	100	1.8	306.87
1324	-1.75	0	0	94	100	5.62	309.81
1325	-1.75	0	0	94	100	2.81	50.19
1326	-1.75	0	0	94	100	2.74	66.8
1327	-1.75	0	0	95	100	1.94	68.2
1328	-1.75	0	0	96	100	4.21	340.02
1329	-1.75	0	0	96	100	4.45	345.96
1330	-1.75	0	0	93	100	0	180
1331	-1.75	0	0	92	100	1.94	291.8
1332	-1.75	0	0	90	100	4.61	321.34
1333	-1.75	0	0	85	100	6.79	302.01
1334	-1.75	0	0	85	100	4.39	55.01
1335	-1.75	0	0	84	100	4.38	80.54
1336	-1.75	0	0	89	100	5.8	82.87
1337	-1.75	0	0	93	100	6.16	96.71
1338	-1.75	0	0	96	100	8.37	154.54
1339	-1.75	0	0	86	100	11.72	222.51
1340	-1.75	0	0	91	100	4.39	214.99
1341	-1.75	0	0	90	100	5.77	183.58
1342	-1.75	0	0	87	100	8.43	250.02
1343	-1.75	0	0	84	100	10.81	268.09
1344	-1.75	0	0	88	100	9.96	257.47
1345	-1.75	0	0	91	100	10.18	261.87
1346	-1.75	0	0	90	100	9.11	251.57
1347	-1.75	0	0	85	100	7.79	236.31
1348	-1.75	0	0	84	100	7.9	204.23
1349	-1.75	0	0	83	100	8.4	170.13
1350	-1.75	0	0	79	100	7.24	153.43
1351	-1.75	0	0	77	100	8.89	121.76
1352	-1.75	0	0	89	100	11.12	119.05
1353	-1.75	0	0	95	100	11.12	119.05
1354	-1.75	0	0	94	100	11.12	119.05
1355	-1.75	0	0	93	100	12.07	116.57
1356	-1.75	0	0	88	100	11.92	118.89
1357	-1.75	0	0	84	100	12.68	124.59
1358	-1.75	0	0	57	100	9.36	202.62
1359	-1.75	0	0	59	100	17.58	214.99
1360	-1.75	0	0	67	100	20.01	210.26
1361	-1.75	0	0	75	100	26.98	193.11
1362	-1.75	0	0	75	100	25.28	199.98
1363	-1.75	0	0	74	100	21.58	207.85
1364	-1.75	0	0	79	100	17.58	222.51
1365	-1.75	0	0	82	100	25.62	252.84
1366	-1.75	0	0	80	100	29.83	252.44
1367	-1.75	0	0	80	100	22.38	242.2
1368	-1.75	0	0	78	100	16.6	229.4
1369	-1.75	0	0	78	100	12.82	218.16
1370	-1.75	0	0	81	100	10.25	198.43
1371	-1.75	0	0	81	100	9.11	198.43
1372	-1.75	0	0	73	100	14.2	210.47
1373	-1.75	0	0	70	100	21.97	214.99
1374	-1.75	0	0	73	100	21.18	215.31
1375	-1.75	0	0	73	100	19.01	217.3
1376	-1.75	0	0	71	100	23.28	219.35
1377	-1.75	0	0	71	100	29.28	223.51
1378	-1.75	0	0	73	100	23.51	229.97
1379	-1.75	0	0	76	100	22.67	237.32
1380	-1.75	0	0	76	100	24.39	238.89
1381	-1.75	0	0	77	100	25.2	248.2
1382	-1.75	0	0	74	100	28.69	252.47
1383	-1.75	0	0	75	100	28.5	242.14
1384	-1.75	0	0	73	100	32.24	246.3
1385	-1.75	0	0	68	100	42.38	253.72
1386	-1.75	0	0	74	100	34.09	248.31
1387	-1.75	0	0	72	100	30.82	247.33
1388	-1.75	0	0	73	100	33.62	260.13
1389	-1.75	0	0	77	100	30.1	263.13
1390	-1.75	0	0	76	100	26.9	257.64
1391	-1.75	0	0	76	100	28.46	251.57
1392	-1.75	0	0	75	100	30.97	252.41
1393	-1.75	0	0	76	100	31.61	255.49
1394	-1.75	0	0	76	100	32.22	256.43
1395	-1.75	0	0	75	100	31.72	260.86
1396	-1.75	0	0	77	100	30.36	259.76
1397	-1.75	0	0	77	100	29.8	258.15
1398	-1.75	0	0	77	100	28.66	258.41
1399	-1.75	0	0	75	100	25.85	257.13
1400	-1.75	0	0	74	100	24.1	256.17
1401	-1.75	0	0	72	100	21.83	256.65
1402	-1.75	0	0	72	100	22.9	253.56
1403	-1.75	0	0	71	100	21.07	250.02
1404	-1.75	0	0	74	100	16.12	240.57
1405	-1.75	0	0	80	100	11.3	247.52
1406	-1.75	0	0	86	100	9.45	139.64
1407	-1.75	0	0	89	100	7.13	135
1408	-1.75	0	0	91	100	2.9	150.26
1409	-1.75	0	0	91	100	1.08	270
1410	-1.75	0	0	88	100	6.73	254.48
1411	-1.75	0	0	87	100	14.49	255.62
1412	-1.75	0	0	86	100	21.49	261.33
1413	-1.75	0	0	87	100	24.19	265.73
1414	-1.75	0	0	87	100	25.96	266.82
1415	-1.75	0	0	87	100	26.34	266.08
1416	-1.75	0	0	87	100	28.08	270
1417	-1.75	0	0	87	100	28.44	270.73
1418	-1.75	0	0	87	100	25.94	267.61
1419	-1.75	0	0	88	100	23.8	266.53
1420	-1.75	0	0	89	100	20.06	260.71
1421	-1.75	0	0	88	100	18.6	255.43
1422	-1.75	0	0	88	100	17.56	254.54
1423	-1.75	0	0	87	100	15.6	251.15
1424	-1.75	0	0	86	100	13.24	247.62
1425	-1.75	0	0	85	100	11.3	247.52
1426	-1.75	0	0	86	100	10.04	255.47
1427	-1.75	0	0	84	100	11.21	264.47
1428	-1.75	0	0	82	100	14.76	270
1429	-1.75	0	0	80	100	15.86	272.6
1430	-1.75	0	0	76	100	19.81	267.92
1431	-1.75	0	0	76	100	19.45	267.88
1432	-1.75	0	0	77	100	18	270
1433	-1.75	0	0	79	100	16.94	272.44
1434	-1.75	0	0	82	100	13.72	274.51
1435	-1.75	0	0	84	100	10.95	279.46
1436	-1.75	0	0	86	100	8.43	289.98
1437	-1.75	0	0	88	100	6.29	293.63
1438	-1.75	0	0	88	100	5.01	291.04
1439	-1.75	0	0	90	100	3.4	302.01
1440	-1.75	0	0	92	100	1.14	341.57
1441	-1.75	0	0	93	100	2.97	104.04
1442	-1.75	0	0	94	100	5.32	118.3
1443	-1.75	0	0	93	100	6.11	135
1444	-1.75	0	0	92	100	5.35	132.27
1445	-1.75	0	0	92	100	6.12	118.07
1446	-1.75	0	0	92	100	6.92	128.66
1447	-1.75	0	0	92	100	7.65	131.19
1448	-1.75	0	0	91	100	7.93	129.47
1449	-1.75	0	0	92	100	7.9	120.07
1450	-1.75	0	0	96	100	8.05	116.57
1451	-1.75	0	0	91	100	9.98	115.64
1452	-1.75	0	0	86	100	9.11	108.43
1453	-1.75	0	0	78	100	8.56	104.62
1454	-1.75	0	0	73	100	5.77	86.42
1455	-1.75	0	0	72	100	1.8	270
1456	-1.75	0	0	71	100	3.96	270
1457	-1.75	0	0	70	100	4.21	289.98
1458	-1.75	0	0	72	100	5.63	243.43
1459	-1.75	0	0	73	100	5.51	258.69
1460	-1.75	0	0	77	100	5.41	266.19
1461	-1.75	0	0	69	100	7.29	200.22
1462	-1.75	0	0	64	100	6.29	166.76
1463	-1.75	0	0	61	100	6.11	135
1464	-1.75	0	0	67	100	5.8	119.74
1465	-1.75	0	0	74	100	6.7	143.75
1466	-1.75	0	0	66	100	7.73	152.24
1467	-1.75	0	0	59	100	8.29	145.62
1468	-1.75	0	0	56	100	8.15	135
1469	-1.75	0	0	58	100	7.7	127.41
1470	-1.75	0	0	63	100	7.73	117.76
1471	-1.75	0	0	67	100	8.09	110.85
1472	-1.75	0	0	67	100	8.43	109.98
1473	-1.75	0	0	66	100	8.89	111.37
1474	-1.75	0	0	66	100	9	106.26
1475	-1.75	0	0	69	100	9.45	107.74
1476	-1.75	0	0	72	100	10.25	108.43
1477	-1.75	0	0	71	100	9.89	100.49
1478	-1.75	0	0	68	100	10.39	104.04
1479	-1.75	0	0	67	100	9.96	102.53
1480	-1.75	0	0	68	100	10.24	100.12
1481	-1.75	0	0	69	100	11.09	103.13
1482	-1.75	0	0	69	100	11.84	109.54
1483	-1.75	0	0	80	100	11.77	113.43
1484	-1.75	0	0	86	100	9.83	113.75
1485	-1.75	0	0	87	100	9.03	113.5
1486	-1.75	0	0	84	100	7.75	111.8
1487	-1.75	0	0	76	100	7.24	116.57
1488	-1.75	0	0	66	100	7.42	112.83
1489	-1.75	0	0	60	100	7.97	108.43
1490	-1.75	0	0	60	100	8.77	109.18
1491	-1.75	0	0	61	100	9.03	113.5
1492	-1.75	0	0	61	100	8.37	115.46
1493	-1.75	0	0	63	100	9.36	112.62
1494	-1.75	0	0	66	100	9.69	111.8
1495	-1.75	0	0	70	100	9.03	113.5
1496	-1.75	0	0	71	100	7.75	111.8
1497	-1.75	0	0	73	100	7.07	104.74
1498	-1.75	0	0	71	100	6.62	112.38
1499	-1.75	0	0	64	100	6.49	109.44
1500	-1.75	0	0	63	100	6.95	111.25
1501	-1.75	0	0	65	100	6.41	128.16
1502	-1.75	0	0	70	100	8.56	112.25
1503	-1.75	0	0	67	100	4.02	169.7
1504	-1.75	0	0	46	100	8.65	272.39
1505	-1.75	0	0	44	100	15.16	265.91
1506	-1.75	0	0	47	100	12.65	265.1
1507	-1.75	0	0	52	100	12.24	241.93
1508	-1.75	0	0	56	100	13.24	247.62
1509	-1.75	0	0	58	100	14.81	244.06
1510	-1.75	0	0	62	100	16.39	250.77
1511	-1.75	0	0	67	100	17.32	249.3
1512	-1.75	0	0	71	100	21.83	256.65
1513	-1.75	0	0	67	100	20.15	251.24
1514	-1.75	0	0	69	100	27.16	255.41
1515	-1.75	0	0	71	100	26.63	260.67
1516	-1.75	0	0	72	100	26.83	258.39
1517	-1.75	0	0	71	100	24.98	254.96
1518	-1.75	0	0	71	100	25.62	252.84
1519	-1.75	0	0	74	100	22.35	255.07
1520	-1.75	0	0	75	100	22.09	250.97
1521	-1.75	0	0	75	100	18.79	253.3
1522	-1.75	0	0	74	100	20.15	251.24
1523	-1.75	0	0	71	100	23.75	255.96
1524	-1.75	0	0	68	100	27.05	260.04
1525	-1.75	0	0	64	100	29.18	260.77
1526	-1.75	0	0	62	100	25.21	260.13
1527	-1.75	0	0	58	100	26.37	265.3
1528	-1.75	0	0	58	100	25.23	255.96
1529	-1.75	0	0	57	100	23.94	257.85
1530	-1.75	0	0	61	100	20.08	255.47
1531	-1.75	0	0	62	100	16.18	249.15
1532	-1.75	0	0	62	100	18.51	243.43
1533	-1.75	0	0	64	100	16.7	232.88
1534	-1.75	0	0	65	100	14.11	232.25
1535	-1.75	0	0	65	100	14	223.96
1536	-1.75	0	0	66	100	13.49	226.08
1537	-1.75	0	0	71	100	10.69	212.62
1538	-1.75	0	0	67	100	10.38	213.69
1539	-1.75	0	0	68	100	10.8	216.87
1540	-1.75	0	0	72	100	10.88	235.78
1541	-1.75	0	0	73	100	9	216.87
1542	-1.75	0	0	71	100	16.87	219.81
1543	-1.75	0	0	71	100	22.55	218.52
1544	-1.75	0	0	73	100	28.23	217.75
1545	-1.75	0	0	73	100	26.76	222.27
1546	-1.75	0	0	74	100	29.28	224.5
1547	-1.75	0	0	74	100	35.43	232.43
1548	-1.75	0	0	73	100	33.27	234.25
1549	-1.75	0	0	65	100	39.78	244.83
1550	-1.75	0	0	55	100	34.32	245.85
1551	-1.75	0	0	53	100	30.75	242.84
1552	-1.75	0	0	51	100	29.72	253.1
1553	-1.75	0	0	52	100	28.94	264.29
1554	-1.75	0	0	58	100	22.09	289.03
1555	-1.75	0	0	80	100	15.38	327.43
1556	-1.75	0	0	88	100	18.04	331.39
1557	-1.75	0	0	86	100	25.19	329.04
1558	-1.75	0	0	89	100	16.55	315.88
1559	-1.75	0	0	80	100	21.84	278.53
1560	-1.75	0	0	81	100	22.68	270
1561	-1.75	0	0	79	100	21.19	249.1
1562	-1.75	0	0	76	100	20.81	232.73
1563	-1.75	0	0	74	100	24.41	232.79
1564	-1.75	0	0	77	100	22.6	247.52
1565	-1.75	0	0	82	100	24.29	263.19
1566	-1.75	0	0	87	100	24.87	292.11
1567	-1.75	0	0	80	100	19.86	313.53
1568	-1.75	0	0	71	100	24.46	302.99
1569	-1.75	0	0	78	100	24.8	297.68
1570	-1.75	0	0	80	100	25.16	289.21
1571	-1.75	0	0	78	100	24.45	283.63
1572	-1.75	0	0	71	100	24.34	277.65
1573	-1.75	0	0	68	100	24.91	274.14
1574	-1.75	0	0	59	100	17.65	286.59
1575	-1.75	0	0	54	100	20.55	281.11
1576	-1.75	0	0	54	100	22.07	275.62
1577	-1.75	0	0	56	100	21.29	273.88
1578	-1.75	0	0	62	100	16.58	272.49
1579	-1.75	0	0	66	100	14.92	261.67
1580	-1.75	0	0	72	100	14.35	252.47
1581	-1.75	0	0	72	100	16.3	263.66
1582	-1.75	0	0	73	100	20.21	265.91
1583	-1.75	0	0	78	100	21.6	269.05
1584	-1.75	0	0	81	100	19.13	274.32
1585	-1.75	0	0	82	100	16.7	277.43
1586	-1.75	0	0	82	100	15.55	275.31
1587	-1.75	0	0	84	100	15.5	272.66
1588	-1.75	0	0	85	100	19.08	271.08
1589	-1.75	0	0	85	100	20.88	270
1590	-1.75	0	0	88	100	22.37	273.69
1591	-1.75	0	0	90	100	25.41	277.33
1592	-1.75	0	0	89	100	25.72	276.43
1593	-1.75	0	0	88	100	26.53	277.8
1594	-1.75	0	0	87	100	25.51	278.93
1595	-1.75	0	0	83	100	25.41	277.33
1596	-1.75	0	0	79	100	24.22	281.14
1597	-1.75	0	0	74	100	22.2	278.39
1598	-1.75	0	0	76	100	9.66	333.43
1599	-1.75	0	0	72	100	9.66	333.43
1600	-1.75	0	0	70	100	11.84	340.46
1601	-1.75	0	0	70	100	12.41	343.14
1602	-1.75	0	0	75	100	8.21	344.74
1603	-1.75	0	0	78	100	4.68	360
1604	-1.75	0	0	81	100	3.83	41.19
1605	-1.75	0	0	82	100	2.1	239.04
1606	-1.75	0	0	82	100	4.9	233.97
1607	-1.75	0	0	82	100	4.39	214.99
1608	-1.75	0	0	84	100	6.15	200.56
1609	-1.75	0	0	82	100	5.94	194.04
1610	-1.75	0	0	83	100	4.1	195.26
1611	-1.75	0	0	82	100	3.62	174.29
1612	-1.75	0	0	83	100	2.55	135
1613	-1.75	0	0	85	100	2.81	129.81
1614	-1.75	0	0	82	100	1.94	158.2
1615	-1.75	0	0	83	100	0.51	225
1616	-1.75	0	0	84	100	3.32	229.4
1617	-1.75	0	0	81	100	6.13	229.76
1618	-1.75	0	0	73	100	10.46	243.43
1619	-1.75	0	0	67	100	21.25	243.87
1620	-1.75	0	0	60	100	27.16	255.41
1621	-1.75	0	0	58	100	26.14	247.32
1622	-1.75	0	0	67	100	19.21	257.01
1623	-1.75	0	0	72	100	7.42	219.09
1624	-1.75	0	0	75	100	9.37	272.2
1625	-1.75	0	0	80	100	15.12	271.36
1626	-1.75	0	0	81	100	18.25	247.99
1627	-1.75	0	0	79	100	21.41	250.35
1628	-1.75	0	0	80	100	24.59	252.1
1629	-1.75	0	0	81	100	23.45	252.12
1630	-1.75	0	0	80	100	23.47	249.34
1631	-1.75	0	0	79	100	22.6	247.52
1632	-1.75	0	0	76	100	19.01	232.7
1633	-1.75	0	0	75	100	17.29	211.37
1634	-1.75	0	0	71	100	22.22	206.98
1635	-1.75	0	0	73	100	10.54	187.85
1636	-1.75	0	0	78	100	35.13	225
1637	-1.75	0	0	75	100	41	239.38
1638	-1.75	0	0	80	100	39.4	257.87
1639	-1.75	0	0	83	100	38.54	271.61
1640	-1.75	0	0	87	100	32.79	272.52
1641	-1.75	0	0	87	100	29.54	267.9
1642	-1.75	0	0	86	100	25.15	260.94
1643	-1.75	0	0	79	100	24.44	260.68
1644	-1.75	0	0	73	100	20.06	260.71
1645	-1.75	0	0	66	100	21.25	259.26
1646	-1.75	0	0	54	100	21.92	255.74
1647	-1.75	0	0	49	100	12.23	222.61
1648	-1.75	0	0	48	100	13.09	238.5
1649	-1.75	0	0	49	100	19.49	244.86
1650	-1.75	0	0	61	100	12.6	216.87
1651	-1.75	0	0	63	100	13.51	228.24
1652	-1.75	0	0	65	100	12.6	216.87
1653	-1.75	0	0	70	100	25.68	211.24
1654	-1.75	0	0	67	100	34.21	210.34
1655	-1.75	0	0	65	100	34.88	211.07
1656	-1.75	0	0	72	100	40.57	221.04
1657	-1.75	0	0	68	100	46.09	226.58
1658	-1.75	0	0	71	100	44.45	234.89
1659	-1.75	0	0	74	100	36.4	225.4
1660	-1.75	0	0	77	100	43.66	248.73
1661	-1.75	0	0	83	100	39.99	246.67
1662	-1.75	0	0	81	100	37.58	260.63
1663	-1.75	0	0	85	100	30.38	264.56
1664	-1.75	0	0	85	100	31.32	269.34
1665	-1.75	0	0	84	100	31.33	271.32
1666	-1.75	0	0	84	100	26.58	261.43
1667	-1.75	0	0	80	100	27.29	261.66
1668	-1.75	0	0	76	100	24.93	265.03
1669	-1.75	0	0	74	100	23.4	269.12
1670	-1.75	0	0	72	100	21.75	276.65
1671	-1.75	0	0	71	100	16.52	253.54
1672	-1.75	0	0	70	100	15.68	260.75
1673	-1.75	0	0	68	100	16.1	259.7
1674	-1.75	0	0	69	100	11.87	255.96
1675	-1.75	0	0	71	100	11.04	250.97
1676	-1.75	0	0	76	100	10.69	237.38
1677	-1.75	0	0	76	100	10.83	248.55
1678	-1.75	0	0	87	100	14.04	247.38
1679	-1.75	0	0	88	100	17.32	290.7
1680	-1.75	0	0	88	100	14.2	300.47
1681	-1.75	0	0	89	100	11.53	308.66
1682	-1.75	0	0	90	100	9.93	313.53
1683	-1.75	0	0	90	100	1.84	258.69
1684	-1.75	0	0	87	100	4.74	278.75
1685	-1.75	0	0	86	100	5.62	309.81
1686	-1.75	0	0	87	100	5.63	333.43
1687	-1.75	0	0	90	100	5.04	360
1688	-1.75	0	0	92	100	3.6	360
1689	-1.75	0	0	93	100	3.32	12.53
1690	-1.75	0	0	93	100	2.81	39.81
1691	-1.75	0	0	89	100	2.88	360
1692	-1.75	0	0	88	100	4.55	341.57
1693	-1.75	0	0	85	100	7.59	354.56
1694	-1.75	0	0	82	100	9.06	353.16
1695	-1.75	0	0	74	100	5.99	32.74
1696	-1.75	0	0	69	100	6.76	25.2
1697	-1.75	0	0	64	100	7.41	60.95
1698	-1.75	0	0	65	100	8.65	73.07
1699	-1.75	0	0	76	100	10.09	87.95
1700	-1.75	0	0	82	100	8.28	90
1701	-1.75	0	0	82	100	7.42	104.04
1702	-1.75	0	0	84	100	5.8	97.13
1703	-1.75	0	0	85	100	4.55	108.43
1704	-1.75	0	0	87	100	2.88	90
1705	-1.75	0	0	87	100	1.14	71.57
1706	-1.75	0	0	86	100	2.74	336.8
1707	-1.75	0	0	87	100	4.38	80.54
1708	-1.75	0	0	88	100	4.84	48.01
1709	-1.75	0	0	88	100	4.9	17.1
1710	-1.75	0	0	83	100	3.1	35.54
1711	-1.75	0	0	87	100	2.19	279.46
1712	-1.75	0	0	91	100	5.4	306.87
1713	-1.75	0	0	92	100	5.96	295.02
1714	-1.75	0	0	89	100	4.35	294.44
1715	-1.75	0	0	85	100	2.52	360
1716	-1.75	0	0	75	100	9.39	57.53
1717	-1.75	0	0	68	100	16.42	64
1718	-1.75	0	0	66	100	17.41	60.26
1719	-1.75	0	0	63	100	16.12	66.3
1720	-1.75	0	0	60	100	16.52	73.54
1721	-1.75	0	0	64	100	14.49	75.62
1722	-1.75	0	0	70	100	10.83	68.55
1723	-1.75	0	0	77	100	9.69	58.67
1724	-1.75	0	0	80	100	7.41	60.95
1725	-1.75	0	0	81	100	5.32	61.7
1726	-1.75	0	0	81	100	4.38	80.54
1727	-1.75	0	0	80	100	3.88	68.2
1728	-1.75	0	0	79	100	3.56	45
1729	-1.75	0	0	77	100	5.12	50.71
1730	-1.75	0	0	74	100	5.4	53.13
1731	-1.75	0	0	75	100	6.92	98.97
1732	-1.75	0	0	78	100	7.42	104.04
1733	-1.75	0	0	75	100	7.24	84.29
1734	-1.75	0	0	68	100	8.31	85.03
1735	-1.75	0	0	68	100	5.51	78.69
1736	-1.75	0	0	69	100	3.32	49.4
1737	-1.75	0	0	70	100	3.42	108.43
1738	-1.75	0	0	73	100	7.86	105.95
1739	-1.75	0	0	70	100	11.3	99.16
1740	-1.75	0	0	65	100	13.7	93.01
1741	-1.75	0	0	61	100	11.97	74.29
1742	-1.75	0	0	57	100	10.25	18.43
1743	-1.75	0	0	63	100	6.03	17.35
1744	-1.75	0	0	63	100	6.16	353.29
1745	-1.75	0	0	65	100	5.77	356.42
1746	-1.75	0	0	67	100	3.26	6.34
1747	-1.75	0	0	72	100	4.02	63.43
1748	-1.75	0	0	73	100	7.57	92.73
1749	-1.75	0	0	75	100	7.7	79.22
1750	-1.75	0	0	73	100	5.51	78.69
1751	-1.75	0	0	71	100	5.77	86.42
1752	-1.75	0	0	71	100	5.4	90
1753	-1.75	0	0	74	100	5.24	74.05
1754	-1.75	0	0	73	100	4.35	65.56
1755	-1.75	0	0	71	100	6.49	109.44
1756	-1.75	0	0	69	100	6.12	118.07
1757	-1.75	0	0	68	100	8.12	102.8
1758	-1.75	0	0	67	100	7.56	90
1759	-1.75	0	0	64	100	7.21	92.86
1760	-1.75	0	0	65	100	6.16	96.71
1761	-1.75	0	0	65	100	6.48	90
1762	-1.75	0	0	64	100	4.1	74.74
1763	-1.75	0	0	60	100	1.94	21.8
1764	-1.75	0	0	58	100	1.94	21.8
1765	-1.75	0	0	59	100	4.21	19.98
1766	-1.75	0	0	62	100	6.16	6.71
1767	-1.75	0	0	67	100	5.76	360
1768	-1.75	0	0	69	100	5.04	360
1769	-1.75	0	0	72	100	4.02	349.7
1770	-1.75	0	0	70	100	5.4	323.13
1771	-1.75	0	0	71	100	4.02	333.43
1772	-1.75	0	0	73	100	1.84	348.69
1773	-1.75	0	0	75	100	2.16	270
1774	-1.75	0	0	78	100	2.52	270
1775	-1.75	0	0	80	100	1.44	270
1776	-1.75	0	0	79	100	0.36	270
